Min °C,Max °C,Rain(mm),Max wind gust Spd - km/h,Temp °C- 9:00AM,RH -% 9:00AM,Spd - 9:00AM - km/h,MSLP- hPa - 9:00AM,Temp °C- 3:00PM,RH -% 3:00PM,Spd - 3:00PM - km/h,MSLP- hPa - 3:00PM,RainTomorrow,State_NSW,State_NT,State_QLD,State_SA,State_TAS,State_VIC,State_WA,Month_August,Month_December,Month_February,Month_January,Month_July,Month_June,Month_March,Month_May,Month_November,Month_October,Month_September
4.1,17.3,3.4,56.0,11.9,63.0,9.0,1012.0,16.0,68.0,41.0,1007.7,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
6.3,16.5,7.0,46.0,13.5,87.0,11.0,1012.1,15.0,85.0,19.0,1010.4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
8.6,19.9,0.0,50.0,14.3,67.0,28.0,1008.5,18.5,50.0,28.0,1009.2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,18.0,0.0,54.0,12.0,50.0,20.0,1016.9,17.8,35.0,26.0,1016.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
6.6,16.8,1.6,48.0,12.3,71.0,17.0,1018.1,15.6,63.0,37.0,1014.5,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7.2,14.2,4.8,78.0,8.7,84.0,31.0,994.0,13.3,56.0,48.0,994.1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,18.6,0.0,70.0,12.8,87.0,39.0,1006.2,17.0,54.0,48.0,1005.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
11.3,26.6,0.0,52.0,18.1,65.0,15.0,1001.8,20.0,58.0,20.0,998.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
11.9,18.5,0.2,54.0,15.2,39.0,26.0,1013.1,15.9,61.0,35.0,1013.9,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2.9,14.7,0.4,57.0,10.6,60.0,15.0,1016.5,13.1,63.0,39.0,1013.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
9.7,16.5,0.1,67.0,12.1,54.0,37.0,1000.6,15.4,49.0,39.0,1001.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
4.5,20.1,0.0,54.0,15.2,53.0,15.0,1010.7,17.3,59.0,35.0,1010.2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
11.5,20.8,6.0,54.0,15.2,63.0,19.0,1001.3,19.0,37.0,28.0,1002.7,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
9.8,15.5,8.2,87.0,12.4,69.0,24.0,1002.9,15.1,66.0,39.0,997.6,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
6.7,19.1,0.0,83.0,10.7,73.0,33.0,1005.4,16.8,49.0,65.0,1002.5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
9.8,18.1,0.0,30.0,14.6,77.0,22.0,1016.6,14.0,79.0,17.0,1014.2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7.6,15.9,0.0,57.0,12.1,74.0,24.0,1011.3,13.9,78.0,37.0,1010.5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
8.6,18.8,0.0,48.0,14.4,55.0,20.0,1018.5,18.4,50.0,28.0,1018.3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
8.8,15.2,1.0,37.0,11.1,74.0,24.0,1025.6,13.4,63.0,22.0,1023.7,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
5.6,13.9,0.0,78.0,12.3,77.0,31.0,1009.6,13.0,81.0,50.0,1003.8,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
11.6,17.0,0.0,65.0,15.8,81.0,46.0,998.6,15.7,68.0,39.0,1000.5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
7.2,15.4,0.0,59.0,11.3,65.0,22.0,1010.0,14.5,69.0,41.0,1008.5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
6.4,15.7,0.0,26.0,13.4,73.0,19.0,1015.1,14.8,79.0,13.0,1012.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
6.9,18.8,0.0,50.0,13.0,67.0,20.0,1023.8,16.4,73.0,31.0,1022.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
6.4,15.7,0.2,54.0,11.3,64.0,13.0,1021.0,14.7,72.0,39.0,1019.1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4.3,14.5,0.0,43.0,10.9,59.0,24.0,1024.9,13.5,70.0,30.0,1021.6,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
3.3,14.3,0.0,35.0,10.0,68.0,26.0,1025.3,13.3,57.0,19.0,1022.9,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,14.5,2.0,78.0,9.9,73.0,31.0,1008.1,12.8,57.0,35.0,1008.2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
8.6,15.3,5.6,69.0,9.4,82.0,31.0,996.0,13.4,69.0,39.0,996.1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
10.7,17.3,0.9,52.0,12.9,94.0,24.0,1002.2,13.6,98.0,33.0,1000.2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
5.9,14.5,0.0,26.0,11.2,66.0,15.0,1022.3,13.4,66.0,17.0,1020.2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
8.6,17.5,0.3,57.0,11.1,84.0,41.0,1015.6,14.2,78.0,31.0,1017.8,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
5.8,17.0,1.0,50.0,11.3,75.0,26.0,1010.1,15.6,56.0,28.0,1010.9,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
7.3,22.3,0.0,39.0,17.3,69.0,13.0,1020.5,19.2,51.0,19.0,1015.2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
9.1,15.5,0.0,35.0,10.9,77.0,13.0,1025.7,14.9,62.0,19.0,1024.1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4.2,13.9,0.5,35.0,9.0,90.0,24.0,1005.6,12.6,71.0,19.0,1005.4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
9.9,21.1,0.0,39.0,13.4,79.0,13.0,1016.8,18.2,50.0,19.0,1013.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
8.9,19.4,0.0,31.0,16.0,72.0,6.0,1013.5,15.1,88.0,11.0,1011.9,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4.9,14.4,0.0,30.0,11.3,76.0,9.0,1028.6,13.9,74.0,22.0,1026.1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
5.8,16.9,0.0,35.0,11.4,65.0,13.0,1013.5,15.7,41.0,17.0,1015.8,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
6.5,16.2,0.0,50.0,10.5,100.0,7.0,1013.0,15.1,80.0,33.0,1010.7,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
3.5,16.2,0.0,28.0,12.3,78.0,7.0,1025.2,14.4,76.0,15.0,1024.1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
6.8,20.3,0.0,41.0,12.0,81.0,7.0,1018.0,15.9,80.0,26.0,1013.6,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
7.4,17.8,0.0,20.0,12.2,76.0,9.0,1026.6,13.5,81.0,13.0,1023.3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2.4,15.5,0.0,31.0,9.4,67.0,4.0,1025.5,14.4,69.0,24.0,1024.3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
5.4,14.1,0.0,30.0,11.8,75.0,15.0,1012.0,11.9,81.0,17.0,1009.4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
7.9,14.4,0.0,39.0,11.2,91.0,6.0,1021.2,12.8,83.0,17.0,1018.7,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
8.3,17.8,0.0,30.0,12.4,79.0,20.0,1019.2,15.9,74.0,24.0,1018.3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
5.1,11.9,1.2,65.0,8.7,90.0,28.0,1002.1,9.5,94.0,31.0,995.5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2.7,12.6,0.0,61.0,10.7,70.0,20.0,1020.3,11.9,83.0,43.0,1015.2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
11.4,18.7,0.0,46.0,17.8,77.0,17.0,1020.0,17.0,77.0,33.0,1016.4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
8.5,13.4,0.0,48.0,12.9,91.0,13.0,1011.3,11.7,82.0,35.0,1007.5,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
4.4,13.2,2.2,24.0,7.2,100.0,13.0,1020.2,12.5,78.0,17.0,1017.2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
5.0,14.4,1.0,52.0,10.8,54.0,24.0,1016.7,13.6,41.0,20.0,1019.3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
6.3,13.1,0.0,57.0,9.5,51.0,33.0,1015.5,12.7,39.0,28.0,1018.9,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
4.4,15.4,1.0,44.0,10.1,79.0,11.0,1020.2,14.0,73.0,20.0,1019.1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2.0,13.7,0.0,24.0,10.8,55.0,6.0,1026.1,13.0,61.0,20.0,1025.6,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
6.4,13.9,27.6,33.0,9.9,77.0,7.0,1003.4,13.4,60.0,9.0,1005.3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
7.0,14.8,0.4,54.0,12.4,65.0,19.0,1021.1,13.3,74.0,35.0,1018.9,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
11.3,16.5,0.0,54.0,16.3,82.0,20.0,1007.8,12.9,97.0,33.0,1004.5,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1.0,14.7,1.2,50.0,10.7,61.0,4.0,1019.0,13.8,71.0,35.0,1015.9,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
5.4,13.4,0.0,35.0,10.1,99.0,7.0,1018.0,12.1,89.0,19.0,1014.2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3.4,12.7,0.6,43.0,8.8,78.0,7.0,1011.4,11.7,81.0,26.0,1006.9,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
10.8,15.0,1.0,54.0,13.0,95.0,31.0,1012.3,13.1,79.0,39.0,1009.9,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
6.0,12.8,5.0,48.0,10.8,60.0,24.0,1018.8,11.7,69.0,31.0,1018.5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
8.5,16.8,0.0,52.0,11.9,82.0,30.0,1015.3,15.4,44.0,31.0,1015.9,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0.7,12.7,0.2,28.0,7.7,75.0,17.0,1016.1,11.5,65.0,9.0,1013.6,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
9.7,18.5,5.0,56.0,12.3,92.0,7.0,1011.8,15.8,43.0,41.0,1011.4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
4.3,18.0,0.0,41.0,11.8,79.0,17.0,1026.0,14.9,79.0,26.0,1021.8,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2.9,14.2,0.0,50.0,11.9,81.0,20.0,1024.4,13.4,80.0,35.0,1020.1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
7.2,14.2,5.0,41.0,12.0,99.0,19.0,1013.3,13.4,82.0,30.0,1011.8,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2.2,15.3,0.0,46.0,10.0,75.0,15.0,1025.7,13.9,64.0,31.0,1023.7,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.9,12.0,0.0,44.0,7.2,63.0,9.0,1029.5,11.1,60.0,31.0,1027.7,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
6.3,16.5,0.0,54.0,11.1,74.0,30.0,1022.4,16.1,55.0,33.0,1020.7,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
6.3,16.0,0.8,50.0,11.0,91.0,15.0,1011.8,15.5,49.0,31.0,1009.3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
8.9,14.0,0.0,48.0,12.6,84.0,30.0,1026.2,13.5,85.0,33.0,1023.1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1.8,13.5,0.0,20.0,9.4,65.0,11.0,1030.3,12.3,64.0,13.0,1027.8,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
5.5,14.3,1.4,44.0,12.1,57.0,11.0,1026.3,12.4,81.0,31.0,1024.3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
12.6,18.8,19.2,50.0,15.5,83.0,26.0,1004.9,18.3,83.0,17.0,1002.3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9.3,18.5,0.0,70.0,16.1,86.0,6.0,1014.7,17.3,85.0,26.0,1007.6,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9.4,15.4,0.8,76.0,11.9,62.0,43.0,1004.2,13.2,59.0,33.0,1004.2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
11.9,16.8,6.4,52.0,14.6,74.0,31.0,1011.8,16.1,65.0,31.0,1011.8,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5.5,17.8,0.0,39.0,11.9,65.0,17.0,1017.4,16.9,43.0,24.0,1017.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6.1,15.8,0.0,35.0,12.7,80.0,11.0,1018.8,15.6,76.0,15.0,1017.9,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,18.2,11.8,69.0,13.4,98.0,41.0,1002.1,16.4,53.0,43.0,1003.9,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9.0,16.8,0.0,50.0,13.7,77.0,37.0,1018.6,15.6,75.0,39.0,1018.6,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13.6,16.1,16.6,61.0,13.7,94.0,15.0,990.4,15.5,49.0,37.0,991.4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9.9,16.8,6.6,72.0,12.2,66.0,20.0,995.8,16.3,44.0,26.0,1000.5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9.8,16.4,0.0,46.0,12.8,53.0,30.0,1010.3,15.1,48.0,28.0,1009.8,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13.1,16.5,0.0,52.0,14.8,91.0,24.0,1015.6,15.7,88.0,33.0,1012.5,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5.5,14.9,16.4,57.0,5.8,97.0,17.0,993.4,13.7,52.0,26.0,1000.8,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8.5,18.5,0.0,44.0,13.7,59.0,19.0,1014.5,17.9,52.0,30.0,1012.9,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4.4,15.8,0.0,37.0,10.2,85.0,9.0,1014.4,15.6,70.0,19.0,1012.1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
14.1,16.3,9.6,67.0,15.0,62.0,28.0,1005.6,13.9,46.0,37.0,1009.7,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13.8,16.8,2.4,46.0,15.0,83.0,30.0,1011.3,15.8,99.0,19.0,1005.1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9.1,17.8,0.0,22.0,13.7,81.0,7.0,1031.1,16.6,63.0,13.0,1026.8,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13.2,18.4,3.2,70.0,16.4,84.0,35.0,1004.0,16.3,48.0,33.0,1004.2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8.5,15.5,0.0,43.0,11.9,78.0,13.0,1016.4,14.8,76.0,26.0,1012.2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8.9,15.3,6.8,31.0,10.7,98.0,7.0,1003.2,13.5,78.0,28.0,999.7,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4.4,16.4,0.0,28.0,10.8,70.0,22.0,1023.5,15.5,59.0,15.0,1020.8,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
11.5,16.9,0.0,30.0,14.4,81.0,13.0,1022.4,16.0,83.0,2.0,1020.2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8.7,15.4,2.0,63.0,13.6,71.0,7.0,1013.6,14.1,82.0,9.0,1011.1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
12.2,16.7,0.6,39.0,15.0,68.0,28.0,1019.0,14.8,71.0,26.0,1015.3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13.1,19.3,0.0,24.0,14.5,86.0,13.0,1019.4,18.3,60.0,15.0,1018.1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8.7,18.5,0.0,41.0,13.3,72.0,26.0,1026.7,17.3,57.0,17.0,1027.1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13.7,16.8,2.4,26.0,13.9,96.0,7.0,1020.2,15.8,87.0,11.0,1014.7,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10.5,16.3,2.6,65.0,13.2,65.0,24.0,1013.7,15.1,51.0,39.0,1014.4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10.3,16.5,0.4,44.0,14.9,96.0,33.0,1005.1,15.4,96.0,13.0,1002.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
14.2,25.3,0.0,41.0,18.5,72.0,26.0,1025.6,23.9,67.0,22.0,1024.9,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
16.5,24.3,1.0,37.0,19.2,89.0,20.0,1012.1,22.6,79.0,28.0,1008.3,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
10.6,19.9,0.0,41.0,14.9,52.0,17.0,1017.6,19.3,37.0,15.0,1019.3,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
10.5,21.8,1.4,48.0,14.5,60.0,24.0,1009.5,20.8,35.0,22.0,1010.3,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
10.1,18.2,7.6,69.0,12.5,50.0,31.0,1006.4,16.8,42.0,31.0,1010.9,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
15.0,22.7,0.0,43.0,16.3,79.0,30.0,1021.5,21.2,66.0,31.0,1017.8,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
8.9,20.4,0.0,43.0,14.6,51.0,28.0,1019.1,18.7,50.0,20.0,1015.5,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
13.6,20.5,0.0,35.0,15.4,97.0,15.0,1019.1,19.6,75.0,11.0,1018.9,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
18.8,20.2,4.2,44.0,19.4,100.0,15.0,1003.4,17.6,94.0,31.0,1004.5,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
15.4,25.0,0.0,46.0,17.6,66.0,35.0,1030.6,21.7,67.0,26.0,1028.3,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
17.6,23.8,0.0,39.0,21.3,81.0,6.0,1008.6,21.2,78.0,15.0,1010.3,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
8.8,19.8,0.0,24.0,14.4,64.0,15.0,1025.4,19.0,55.0,15.0,1025.1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
12.2,20.5,0.0,57.0,15.7,75.0,30.0,1013.3,20.0,73.0,39.0,1011.3,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
10.3,20.1,3.0,69.0,13.8,90.0,28.0,1006.0,18.0,64.0,35.0,1003.4,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
14.0,22.7,0.0,56.0,17.0,58.0,28.0,1028.5,19.8,69.0,28.0,1025.2,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
11.3,22.6,1.2,48.0,15.4,52.0,28.0,1020.4,18.3,58.0,22.0,1019.3,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
11.5,22.0,0.0,28.0,17.2,76.0,17.0,1021.7,20.7,74.0,19.0,1018.0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
13.2,20.6,0.0,28.0,17.7,64.0,19.0,1025.7,19.2,71.0,20.0,1024.7,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
14.2,24.3,0.0,39.0,17.8,64.0,19.0,1019.6,20.8,65.0,20.0,1016.8,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
7.4,22.1,3.0,46.0,13.8,64.0,7.0,1012.6,19.7,54.0,31.0,1010.9,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
9.2,19.5,2.6,67.0,14.5,68.0,37.0,1005.1,17.0,75.0,48.0,1001.3,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
4.8,18.7,0.0,37.0,11.2,63.0,7.0,1022.6,17.0,58.0,24.0,1020.6,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
16.2,27.0,2.6,41.0,20.5,78.0,31.0,1009.8,26.0,61.0,15.0,1009.0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
10.5,18.8,0.0,41.0,16.3,64.0,11.0,1010.2,17.7,70.0,11.0,1006.6,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
14.1,21.7,0.0,54.0,16.4,88.0,9.0,1012.1,20.6,78.0,20.0,1007.6,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
9.1,19.4,0.0,41.0,15.1,76.0,17.0,1020.7,17.7,69.0,17.0,1019.9,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
17.9,27.6,0.0,41.0,21.9,63.0,31.0,1015.4,21.0,79.0,20.0,1016.8,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
12.5,20.5,13.2,37.0,12.9,96.0,9.0,1007.4,16.8,60.0,15.0,1007.5,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
11.3,18.2,0.0,80.0,11.3,81.0,26.0,1000.5,16.5,47.0,33.0,1005.2,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
10.4,20.2,0.0,33.0,17.6,63.0,13.0,1016.4,18.7,71.0,28.0,1012.9,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
18.1,20.8,0.0,63.0,20.2,83.0,22.0,1004.0,18.0,99.0,31.0,1000.2,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
9.9,20.7,0.0,43.0,14.9,47.0,20.0,1017.5,19.8,47.0,22.0,1015.9,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
11.0,20.9,4.4,59.0,15.4,73.0,33.0,1004.2,18.1,69.0,41.0,1006.7,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
14.1,29.8,0.0,43.0,21.5,69.0,20.0,1010.5,24.8,54.0,9.0,1006.6,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
9.6,20.1,0.0,28.0,17.5,62.0,13.0,1022.7,18.9,62.0,15.0,1020.7,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
10.6,22.7,0.0,33.0,18.3,64.0,13.0,1020.5,22.0,60.0,24.0,1017.7,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
15.7,24.8,0.0,43.0,19.3,59.0,31.0,1008.1,20.0,69.0,20.0,1005.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
11.2,20.2,0.0,52.0,14.9,71.0,20.0,1014.6,18.9,62.0,30.0,1013.2,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
13.3,24.3,0.0,56.0,19.2,68.0,13.0,1005.2,20.8,32.0,24.0,1007.1,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
11.1,19.5,4.4,59.0,15.6,48.0,31.0,1010.1,18.5,42.0,37.0,1012.1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
10.5,19.9,0.0,44.0,15.3,52.0,26.0,1018.3,17.4,61.0,30.0,1014.4,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
15.1,20.5,0.0,44.0,16.9,81.0,15.0,1012.5,19.2,78.0,31.0,1011.6,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
11.3,19.9,0.0,37.0,14.4,46.0,7.0,1022.3,17.9,52.0,20.0,1021.5,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
9.3,21.7,0.0,37.0,16.8,46.0,20.0,1018.7,19.4,64.0,22.0,1018.4,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
12.9,21.3,0.0,31.0,17.2,61.0,24.0,1012.3,19.4,64.0,11.0,1010.1,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
16.4,23.0,0.1,56.0,17.2,96.0,31.0,1010.4,20.5,48.0,37.0,1009.7,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
14.1,22.9,0.0,46.0,17.4,74.0,20.0,1017.8,21.1,58.0,31.0,1015.8,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
15.0,22.4,0.0,39.0,19.2,80.0,11.0,1021.2,21.0,70.0,15.0,1019.2,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
